name,online_order,book_table,rate,votes,location,rest_type,dish_liked,cuisines,cost_for_two,meal_type,city
Buff Buffet Buff,Yes,Yes,4.5,3156,Koramangala 5th Block,"Casual Dining, Bar","Egg Chilli, Butter Naan, Watermelon Juice, Chocolate Halwa, Fry Prawns, Mocktails, Salads","North Indian, Chinese, Continental, Thai, Salad",1500,Delivery,Koramangala 4th Block
Rajan's Cafe,Yes,No,2.8,79,Domlur,Quick Bites,"Coffee, Vegetable Biryani, Masala Chai, Roti","North Indian, Chinese, Fast Food",300,Delivery,Koramangala 4th Block
Rashtrakutas,Yes,Yes,4.0,404,HSR,Casual Dining,"Gulkand Ice Cream, Thali, Corn Paratha, Donne Biryani, Ceylon Paratha, Buttermilk, Mutton Chops","South Indian, Biryani, North Indian",800,Delivery,Koramangala 4th Block
The Hidden Cafe,Yes,No,3.9,95,Koramangala 1st Block,Quick Bites,"Hyderabadi Biryani, Ginger Chicken","North Indian, Fast Food",350,Delivery,Koramangala 4th Block
TheRiceBowl.In,Yes,No,3.4,19,BTM,Takeaway,Unknown,"Biryani, North Indian",200,Delivery,Koramangala 4th Block
Momo Hut,Yes,No,4.0,684,Koramangala 5th Block,Quick Bites,"Noodles, Beef Momos, Chicken Shaptra, Chicken Thukpa, Clear Soup, Beef Momo, Chicken Thupka","Chinese, Tibetan, Momos",250,Delivery,Koramangala 4th Block
Brewz Coffee,Yes,No,3.0,61,BTM,Cafe,"Coffee, Sandwiches, Cappuccino",Cafe,650,Delivery,Koramangala 4th Block
The Kream Story,Yes,No,4.1,37,Koramangala 7th Block,"Dessert Parlor, Quick Bites","Waffles, Nutella Ice Cream, French Fries","Desserts, Fast Food",500,Delivery,Koramangala 4th Block
Shake Tat Bottle,Yes,No,3.3,5,BTM,Beverage Shop,Unknown,Beverages,200,Delivery,Koramangala 4th Block
Chung Wah,Yes,No,4.0,314,Koramangala 5th Block,Casual Dining,"Noodles, Hunan Chicken, Momos, Spring Roll, Wonton Soup, Chicken Butter Garlic, Fried Rice Chicken","Chinese, Thai, Momos, Vietnamese",800,Delivery,Koramangala 4th Block
The Kitchen Story,Yes,No,3.3,19,HSR,Delivery,Unknown,"North Indian, Chinese",300,Delivery,Koramangala 4th Block
Game Of Pizzas,No,No,3.6,16,Koramangala 4th Block,Delivery,Unknown,Italian,500,Delivery,Koramangala 4th Block
Maven Foods,No,No,3.6,12,Koramangala 4th Block,Quick Bites,Unknown,"Continental, North Indian, South Indian",650,Delivery,Koramangala 4th Block
RÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂªveur Chocolates,No,No,3.7,13,Koramangala 4th Block,Dessert Parlor,Unknown,Desserts,400,Delivery,Koramangala 4th Block
Om Sai Baba Mess,Yes,No,3.1,11,HSR,Mess,Unknown,South Indian,250,Delivery,Koramangala 4th Block
Tim Tai,Yes,Yes,4.4,3673,Koramangala 5th Block,Casual Dining,"Noodles, Rice Paper Rolls, Prawn Dumplings, Vegetable Dimsums, Prawn Dim Sums, Rendang Chicken, Pad Thai","Chinese, Thai, Asian, Malaysian, Vietnamese, Sri Lankan, Burmese",1400,Delivery,Koramangala 4th Block
Nanda's,Yes,No,2.9,361,HSR,Casual Dining,"Butter Chicken, Andhra Meal, Murgh Ghee Roast, Vegetable Biryani, Butter Naan, Roti, Hyderabadi Chicken Biryani","North Indian, Chinese, Andhra",450,Delivery,Koramangala 4th Block
Creme & Cheese,No,No,3.8,18,Koramangala 4th Block,"Takeaway, Delivery",Unknown,Desserts,850,Delivery,Koramangala 4th Block
Navab's,No,No,3.6,9,Koramangala 4th Block,Delivery,Unknown,Mughlai,600,Delivery,Koramangala 4th Block
Midnight Pizza Slurpp,No,No,3.7,99,Koramangala 4th Block,Delivery,"Pizza, Pasta","Italian, Pizza",700,Delivery,Koramangala 4th Block
Night Restro,Yes,No,3.1,223,BTM,Delivery,Unknown,"North Indian, Chinese",500,Delivery,Koramangala 4th Block
Bhaijaan Barbeques,Yes,No,3.4,6,Koramangala 7th Block,Quick Bites,Unknown,"Mughlai, Arabian, BBQ",200,Delivery,Koramangala 4th Block
Popsies,Yes,No,3.9,823,Koramangala 5th Block,Casual Dining,"Momos, Chilli Chicken, Chicken Manchow Soup, Spicy Chicken Wings, Thukpa, Chicken Noodle, Tai Pai Chicken","Chinese, Momos",750,Delivery,Koramangala 4th Block
The Charcoal Factory,Yes,No,4.1,293,Koramangala 6th Block,Quick Bites,"Burgers, Cheesy Pizza, Chips, Fries, Rice Bowl, White Sauce Pasta, Chicken Wings","Burger, Pizza, Momos",600,Delivery,Koramangala 4th Block
New Prashanth Hotel,Yes,No,3.1,53,HSR,Casual Dining,Unknown,"South Indian, Biryani, Chinese, North Indian",750,Delivery,Koramangala 4th Block
Tandoor Hut,Yes,No,4.1,1003,Koramangala 5th Block,Casual Dining,"Biryani, Tandoori Chicken, Panneer Butter Masala, Naan, Mutton Roganjosh, Lassi, Chicken Tikka Masala","North Indian, Mughlai, Chinese, Rolls",700,Delivery,Koramangala 4th Block
Sunny's Kitchen,Yes,No,3.7,62,HSR,"Takeaway, Delivery",Unknown,"Continental, American",500,Delivery,Koramangala 4th Block
Rollin,Yes,No,4.0,211,Koramangala 4th Block,Quick Bites,"Pizza, Dragon Chicken, Butter Chicken, Noodles, Chicken Wings, Chicken Noodle","Continental, Pizza, Chinese",400,Delivery,Koramangala 4th Block
Crown Gold,Yes,No,3.9,49,Koramangala 4th Block,Quick Bites,Sea Food,"South Indian, Chinese, Seafood",400,Delivery,Koramangala 4th Block
Miss Momo,Yes,No,3.2,10,BTM,Quick Bites,Unknown,"Tibetan, Momos",250,Delivery,Koramangala 4th Block
Borah's Kitchen,Yes,No,3.3,12,BTM,Quick Bites,Unknown,"North Indian, Chinese",250,Delivery,Koramangala 4th Block
Budget Food,No,Yes,3.5,43,Old Airport Road,Casual Dining,Unknown,"North Indian, Biryani",700,Delivery,Koramangala 4th Block
Hunger Meals,No,No,3.8,31,Koramangala 4th Block,Delivery,Chicken Curry,"South Indian, North Indian, Biryani",400,Delivery,Koramangala 4th Block
Cafemoto,Yes,No,4.0,201,Koramangala 5th Block,Cafe,"Burgers, Chicken Burger, Beef Burger, Mojito, Tea, French Fries, White Sauce Pasta","Cafe, Continental, Italian, Burger",800,Delivery,Koramangala 4th Block
Venkateshwara Foods,Yes,No,3.0,13,Residency Road,"Takeaway, Delivery",Unknown,"Street Food, South Indian",400,Delivery,Koramangala 4th Block
DinePost9,Yes,No,3.9,226,Koramangala 1st Block,Delivery,"Tandoori Chicken, Panneer Butter Masala, Butter Naan, Kheer","North Indian, South Indian, Chinese, Continental",450,Delivery,Koramangala 4th Block
Shudh Desi Khana,Yes,No,3.5,18,Koramangala 1st Block,Quick Bites,Unknown,"North Indian, Chinese",200,Delivery,Koramangala 4th Block
Mad Over Biryani,Yes,No,3.1,9,Koramangala 6th Block,Quick Bites,Unknown,"North Indian, Biryani",600,Delivery,Koramangala 4th Block
Hungry Queen,Yes,No,3.6,45,HSR,"Takeaway, Delivery",Unknown,"North Indian, Chinese, Fast Food",300,Delivery,Koramangala 4th Block
Sultans of Spice,Yes,Yes,4.5,3467,Koramangala 5th Block,Casual Dining,"Jeera Rice, Mutton Chops, Chicken Salad, Vegetable Biryani, Zafrani Mutton Biryani, Mutton Seekh, Mutton Roganjosh","North Indian, Mughlai, Salad",1300,Delivery,Koramangala 4th Block
Little Kitchen,Yes,No,3.6,82,Koramangala 1st Block,Quick Bites,"Chicken Curry, Red Rice, Fish Curry","Salad, Biryani, Chinese, North Indian, Kerala, Desserts, Seafood, South Indian",400,Delivery,Koramangala 4th Block
Atithi,Yes,Yes,3.9,224,HSR,Casual Dining,"Vegetable Biryani, Jalebi, Paneer Curry, Tandoori Paneer, Paneer Tikka, Gulab Jamun, Paratha","North Indian, Chinese, Street Food",800,Delivery,Koramangala 4th Block
Bun Town,Yes,No,3.8,22,Koramangala 5th Block,Cafe,Unknown,"Cafe, Bakery",500,Delivery,Koramangala 4th Block
Hello Brother Hotel,No,No,3.4,6,HSR,Quick Bites,Unknown,"North Indian, Chinese",300,Delivery,Koramangala 4th Block
Double Blend,Yes,No,3.6,11,BTM,Takeaway,Unknown,"Beverages, Fast Food",200,Delivery,Koramangala 4th Block
Kick Out the Jams,Yes,No,4.0,529,Ejipura,Delivery,"Burgers, Pizza, Bacon Burger, Wings, Cheesecake, Chicken Burger, Pepperoni","Burger, American, Italian",350,Delivery,Koramangala 4th Block
Naati Manae,Yes,Yes,3.9,484,Koramangala 5th Block,Casual Dining,"Chicken Chettinad, Donne Biryani, Chicken Guntur, Veg Thali, Gobi Tikka, Mutton Chops, Chicken Curry","North Indian, South Indian, Chinese, Biryani",700,Delivery,Koramangala 4th Block
Bonsouth,Yes,Yes,4.2,2620,Koramangala 5th Block,Casual Dining,"Coconut Payassam, Seafood Soup, Fish, Filter Kaapi, Tender Coconut Payasam, Mutton Curry, Mysore Masala Dosa","Chettinad, Andhra, Kerala",1300,Delivery,Koramangala 4th Block
Crepe Nation,Yes,No,3.8,12,South Bangalore,Food Truck,Unknown,"Fast Food, Desserts",300,Delivery,Koramangala 4th Block
SLV Andhra Mess,Yes,No,3.5,6,Domlur,Quick Bites,Unknown,"Chinese, North Indian",200,Delivery,Koramangala 4th Block
Goodness! Beverages,Yes,No,3.4,4,Koramangala,Delivery,Unknown,Beverages,250,Delivery,Koramangala 4th Block
Hunger Night King,Yes,No,3.6,113,Koramangala 2nd Block,Delivery,Unknown,"North Indian, Chinese",400,Delivery,Koramangala 4th Block
Anupam's Coast II Coast,Yes,No,4.1,845,Koramangala 6th Block,Casual Dining,"Neer Dosa, Murgh Ghee Roast, Sea Food, Fish, Ghee Rice, Appam, Prawn Ghee Roast","Seafood, Mangalorean, North Indian, Chinese",700,Delivery,Koramangala 4th Block
Status,Yes,No,3.6,119,Old Airport Road,Casual Dining,"Filter Coffee, Crab Soup, Fish, Fried Rice","Chinese, North Indian",550,Delivery,Koramangala 4th Block
McLeans Italian Pizzeria,Yes,No,3.4,30,Ejipura,Delivery,Unknown,"American, Pizza",500,Delivery,Koramangala 4th Block
B.M.W - Bhookh Mitaane Wala,Yes,No,3.7,502,Koramangala 1st Block,Delivery,"Butter Chicken, Pasta, Gulab Jamun, Rolls, Fruit Custard, Halwa, Maggi","North Indian, South Indian, Chinese",500,Delivery,Koramangala 4th Block
Nite Out,Yes,No,4.0,1110,Koramangala 4th Block,Delivery,"Chicken Boneless Biryani, Brownie, Rolls, Chicken Masala, Chocolate Milkshake, Chicken Curry, Noodles","North Indian, Chinese, Biryani",500,Delivery,Koramangala 4th Block
Kokomo,Yes,No,4.0,195,Koramangala 6th Block,Delivery,"Thai Chicken, Momos","Thai, Chinese",500,Delivery,Koramangala 4th Block
Chef All Nite,Yes,No,3.8,464,BTM,Unknown,"Paneer Manchurian, Gulab Jamun, Noodles, Chicken Noodle, Butter Chicken, Vegetable Biryani","Chinese, North Indian",300,Delivery,Koramangala 4th Block
China Pearl,Yes,Yes,4.4,1853,Koramangala 6th Block,Casual Dining,"Noodles, Veg Momos, Chicken Soup, Chicken Dumplings, Meishan Tofu, Sea Food, Mocktails",Chinese,1100,Delivery,Koramangala 4th Block
Gods Own Cafe,Yes,No,4.4,384,Koramangala 7th Block,Quick Bites,"Appam, Buttermilk, Fry Prawns, Roast Beef, Masala Prawn, Chicken Stew, Murgh Ghee Roast","South Indian, Kerala, Seafood",300,Delivery,Koramangala 4th Block
Sip N Bite,No,No,3.3,11,Bommanahalli,Quick Bites,Unknown,"Fast Food, North Indian, South Indian, Chinese",300,Delivery,Koramangala 4th Block
Malabar Treat,Yes,No,3.4,6,Koramangala 1st Block,Quick Bites,Unknown,"North Indian, Arabian, South Indian, Chinese",500,Delivery,Koramangala 4th Block
Dragon's Kitchen,Yes,No,3.1,248,HSR,Casual Dining,"Hakka Noodles, Honey Chilli Chicken, Garlic Butter Noodle, Dragon Chicken, Garlic Chicken",Chinese,500,Delivery,Koramangala 4th Block
Bharat Kitchen,Yes,No,3.7,21,Koramangala 1st Block,Quick Bites,Unknown,"Bengali, Chinese, Continental, Mughlai, North Indian, Oriya",300,Delivery,Koramangala 4th Block
China Down Town,Yes,No,3.5,5,Koramangala 4th Block,Casual Dining,Unknown,Chinese,800,Delivery,Koramangala 4th Block
Sichuan,Yes,No,4.0,494,HSR,Casual Dining,"Momos, Fish, Chilli Chicken, Singapore Noodles, Bamboo Rice, Dumplings, Tom Yum Soup","Chinese, Asian, Seafood",800,Delivery,Koramangala 4th Block
Hotel Tanish,Yes,No,3.7,15,HSR,Quick Bites,Unknown,South Indian,250,Delivery,Koramangala 4th Block
Soup Station,Yes,No,3.9,38,Koramangala 4th Block,Quick Bites,Unknown,"Healthy Food, Sandwich, Salad",200,Delivery,Koramangala 4th Block
Night Spoon,Yes,No,2.6,54,BTM,Delivery,Biryani,"Biryani, Chinese, North Indian",600,Delivery,Koramangala 4th Block
Hotel Reddy Bhavan,Yes,No,3.4,11,HSR,Quick Bites,Unknown,"Biryani, North Indian, Chinese, Andhra",300,Delivery,Koramangala 4th Block
Magnolia,Yes,Yes,4.1,672,Koramangala 3rd Block,Casual Dining,"Noodles, Pinacolada, Mocktails, Salad, Thai Green Curry, Spicy Crabmeat Soup, Clear Soup","Chinese, Thai, Asian",900,Delivery,Koramangala 4th Block
The Smoke Co.,Yes,Yes,4.3,519,Koramangala 6th Block,Casual Dining,"Mysore Pak, Cocktails, Burgers, Pork Ribs, Fish, Mocktails, Beer","American, European",2500,Delivery,Koramangala 4th Block
China Tang,Yes,No,3.7,41,BTM,"Takeaway, Delivery",Unknown,Chinese,600,Delivery,Koramangala 4th Block
Eatsomnia,Yes,No,3.4,433,Koramangala 1st Block,Delivery,"Naan, Chicken Biryani, Butter Chicken, Pasta, Noodles, Rajma Chawal, Maggi","North Indian, South Indian, Chinese, Continental",500,Delivery,Koramangala 4th Block
Friends Night Kitchen,Yes,No,3.8,110,Koramangala 6th Block,"Takeaway, Delivery","Pizza, Burgers, Cheese Burger, Garlic Bread","Italian, Pizza",400,Delivery,Koramangala 4th Block
Banjara Melting Pot,Yes,Yes,4.2,767,Koramangala 4th Block,Casual Dining,"Mocktails, Dal Tadka, Paneer Lababdar, Stuffed Kulcha, Vegetable Biryani, Sea Food, Wine","North Indian, Chinese, Seafood",1700,Delivery,Koramangala 4th Block
Intriicake,Yes,No,3.8,34,HSR,"Quick Bites, Bakery",Cup Cake,"Bakery, Desserts, Italian, North Indian, Fast Food",350,Delivery,Koramangala 4th Block
Ocean,Yes,No,3.8,215,Koramangala 6th Block,Casual Dining,"Enchiladas, Pasta, Cocktails, Peri Peri Chicken, Draught Beer, Hot Gulab Jamun, Fajita","Mexican, Continental, Italian, Chinese",700,Delivery,Koramangala 4th Block
David's Kitchen,Yes,No,3.6,14,BTM,Quick Bites,Unknown,"North Indian, South Indian, Chinese",200,Delivery,Koramangala 4th Block
GrannyzHut,Yes,No,3.4,8,HSR,Quick Bites,Unknown,"Bengali, North Indian",350,Delivery,Koramangala 4th Block
Ghar Ka Khana,Yes,No,3.7,95,Koramangala 1st Block,Quick Bites,Thali,North Indian,150,Delivery,Koramangala 4th Block
Polamma's Mess,Yes,No,4.2,185,BTM,Mess,"Lemon Chicken, Hyderabadi Biryani, Chicken Biryani, Chicken Fry, Andhra Meal, Thali, French Chicken","North Indian, Chinese, Biryani",300,Delivery,Koramangala 4th Block
The Kitchen Bandit,Yes,No,3.2,42,Koramangala 2nd Block,Delivery,Unknown,"Chinese, North Indian, Fast Food",350,Delivery,Koramangala 4th Block
DeliBox.in,Yes,No,3.7,67,BTM,Delivery,Unknown,South Indian,150,Delivery,Koramangala 4th Block
Oye Amritsar,Yes,Yes,4.0,1862,Koramangala 6th Block,Casual Dining,"Lassi, Raita, Dal Makhani, Jalebi Rabri, Chaach, Hara Bhara Kabab, Lime Soda",North Indian,600,Delivery,Koramangala 4th Block
Breaktime Brew,Yes,No,3.7,24,Koramangala 7th Block,Cafe,Unknown,Cafe,550,Delivery,Koramangala 4th Block
Dhaba Express,Yes,No,3.7,175,HSR,"Takeaway, Delivery",Paratha,"Biryani, Fast Food, North Indian, Chinese",400,Delivery,Koramangala 4th Block
Taza Khaana,Yes,No,3.1,175,HSR,Delivery,Unknown,"Chinese, North Indian",450,Delivery,Koramangala 4th Block
Wang's Xanadu Momo,No,No,3.8,14,HSR,Quick Bites,Unknown,"Tibetan, Chinese, Momos",250,Delivery,Koramangala 4th Block
Asia In A Box,Yes,No,3.2,5,Koramangala 1st Block,"Takeaway, Delivery",Unknown,"Thai, Asian",550,Delivery,Koramangala 4th Block
Homely Curries & Pickles,Yes,No,3.1,21,Koramangala 1st Block,Quick Bites,Unknown,"Biryani, Andhra",300,Delivery,Koramangala 4th Block
154 Breakfast Club,Yes,Yes,4.0,1513,Koramangala 3rd Block,Cafe,"Pancakes, Waffles, Bbq Sandwich, Mushroom Ragout, Big Breakfast, Nutella Waffle, Omelette","Cafe, Continental",900,Delivery,Koramangala 4th Block
Chakh Le india,Yes,No,3.2,6,Bommanahalli,Quick Bites,Unknown,"North Indian, Chinese",250,Delivery,Koramangala 4th Block
Swaadam Veg,Yes,No,3.6,34,BTM,Casual Dining,Unknown,"South Indian, Chinese",300,Delivery,Koramangala 4th Block
2nd Home Restaurant,Yes,No,3.7,21,BTM,Quick Bites,Unknown,"South Indian, North Indian, Chinese",500,Delivery,Koramangala 4th Block
India On Wheels,Yes,No,3.6,11,Koramangala 3rd Block,Delivery,Unknown,North Indian,400,Delivery,Koramangala 4th Block
Mealsbaba,Yes,No,3.7,57,HSR,"Takeaway, Delivery","Lassi, Mutton",North Indian,400,Delivery,Koramangala 4th Block
Pensiri Cafe,Yes,No,3.6,48,HSR,"Takeaway, Delivery",Unknown,North Indian,300,Delivery,Koramangala 4th Block
Kevins Kitchen,Yes,No,3.8,103,Koramangala 6th Block,Quick Bites,"Egg Noodles, Biryani","North Indian, Chinese, Biryani",400,Delivery,Koramangala 4th Block
BIB - Breakfast in the Box,Yes,No,3.8,211,HSR,Delivery,"English Breakfast, Burgers, Sandwiches, Chicken Burger, Pasta, Veg Burger, Chicken Sausages","American, Sandwich",600,Delivery,Koramangala 4th Block
Tempteys,Yes,No,3.7,39,HSR,"Beverage Shop, Dessert Parlor",Unknown,Beverages,500,Delivery,Koramangala 4th Block
Zero Kelvin,Yes,No,4.3,169,Koramangala 4th Block,Dessert Parlor,"Waffles, Thick Shakes, Choco Brownie, Ferrero Rocher Shake, Blueberry Shake, Milky Way, Nutella Brownie","Desserts, Beverages",450,Delivery,Koramangala 4th Block
Abhiruchi,Yes,No,2.9,36,HSR,"Takeaway, Delivery",Unknown,"Andhra, Chinese, Biryani",400,Delivery,Koramangala 4th Block
VRS Food Zone,Yes,No,3.3,5,Ejipura,Quick Bites,Unknown,"Chinese, Fast Food",100,Delivery,Koramangala 4th Block
Tongue Twisters,Yes,No,3.5,283,BTM,Quick Bites,"Veg Thali, Fish Thali","Bengali, North Indian, Oriya",350,Delivery,Koramangala 4th Block
Nagarjuna,No,No,4.3,2303,Koramangala 5th Block,Casual Dining,"Andhra Meal, Chicken Pepper Dry, Andhra Thali, Chicken Biryani, Murgh Ghee Roast, Ghee Rice, Hyderabadi Biryani","Andhra, North Indian, Biryani",800,Delivery,Koramangala 4th Block
Kritunga Restaurant,No,No,3.8,1161,Koramangala 5th Block,Casual Dining,"Bamboo Chicken, Pot Biryani, Brain Fry, Hyderabadi Biryani, Brinjal Curry, Jowar Roti, Mutton Curry","Andhra, Biryani, North Indian, Chinese",650,Delivery,Koramangala 4th Block
Cafe Fattoush,Yes,No,3.8,24,BTM,Cafe,Unknown,"Cafe, Lebanese",700,Delivery,Koramangala 4th Block
Mangalore Lunch Home,Yes,No,3.6,42,BTM,Quick Bites,Unknown,"North Indian, South Indian, Mangalorean",250,Delivery,Koramangala 4th Block
Royal View Restaurant,Yes,No,3.7,26,BTM,Casual Dining,Unknown,"North Indian, Chinese, Arabian",700,Delivery,Koramangala 4th Block
Hunan,No,Yes,4.3,2246,Koramangala 5th Block,Casual Dining,"Noodles, Chicken Momo, Momos, Lunch Buffet, Garlic Butter Noodle, Crab Soup, Jasmine Tea","Chinese, Thai, Momos",1100,Delivery,Koramangala 4th Block
Amaravati,No,No,3.6,39,BTM,Quick Bites,Unknown,"North Indian, Chinese",400,Delivery,Koramangala 4th Block
Shree Thali,No,No,4.1,183,Koramangala 5th Block,Mess,"Veg Thali, Paratha, Kadhi, Shrikhand, Buttermilk, Sweet Lassi, Bati Churma",North Indian,150,Delivery,Koramangala 4th Block
Mars Chicken Delight,No,No,3.7,107,Koramangala 1st Block,Casual Dining,"Biryani, Pudina Chicken, Kalmi Kebab, Chicken Kebab, Chicken Delight, Butter Chicken, Chicken Roll","North Indian, Chinese, Biryani, Beverages",500,Delivery,Koramangala 4th Block
Donne Biryani House,No,No,3.2,6,HSR,Quick Bites,Unknown,Biryani,250,Delivery,Koramangala 4th Block
Food And You,No,No,3.8,89,Koramangala 5th Block,Quick Bites,"Thali, Thepla, Gulab Jamun, Masala Lassi, Rice, Gujarati Food, Roti","North Indian, Gujarati",300,Delivery,Koramangala 4th Block
Rudra Tiffin Service,No,No,3.3,4,Domlur,"Takeaway, Delivery",Unknown,North Indian,250,Delivery,Koramangala 4th Block
Jiyo Natural,No,No,3.6,14,South Bangalore,Delivery,Unknown,"Healthy Food, North Indian",300,Delivery,Koramangala 4th Block
Delhi Home Food,No,No,3.3,5,Koramangala 1st Block,Quick Bites,Unknown,"North Indian, South Indian",200,Delivery,Koramangala 4th Block
Kyakhanahai,No,No,3.4,8,Koramangala 5th Block,Delivery,Unknown,"North Indian, South Indian",400,Delivery,Koramangala 4th Block
Now Momos,No,No,3.4,11,Koramangala 7th Block,Quick Bites,Unknown,"Chinese, Fast Food, Momos",200,Delivery,Koramangala 4th Block
Sub Spot,No,No,3.3,4,Koramangala 6th Block,Delivery,Unknown,"Salad, Sandwich",400,Delivery,Koramangala 4th Block
Midnight Express,No,No,2.8,26,Koramangala 5th Block,"Takeaway, Delivery",Unknown,"North Indian, Chinese, Continental",650,Delivery,Koramangala 4th Block
Yum Tum,No,No,3.4,7,Domlur,Quick Bites,Unknown,"Salad, Greek, Mediterranean",250,Delivery,Koramangala 4th Block
Combo Box,No,No,3.0,15,BTM,"Takeaway, Delivery",Unknown,"North Indian, Biryani, Chinese",500,Delivery,Koramangala 4th Block
The Night King,No,No,3.3,4,Koramangala 7th Block,"Takeaway, Delivery",Unknown,"North Indian, Chinese",400,Delivery,Koramangala 4th Block
Urban Spice,Yes,No,3.6,23,Ejipura,Casual Dining,Unknown,"North Indian, Chinese, Continental",800,Delivery,Koramangala 4th Block
Hotel Oottupura,No,No,3.6,21,Ejipura,Quick Bites,Unknown,South Indian,200,Delivery,Koramangala 4th Block
Fudgy Love Designer Cakes,No,No,3.7,20,Domlur,"Bakery, Dessert Parlor",Unknown,"Bakery, Desserts",600,Delivery,Koramangala 4th Block
Cafe Velvette,No,No,3.5,11,Domlur,"Cafe, Dessert Parlor",Unknown,"Cafe, American, Italian, Continental",400,Delivery,Koramangala 4th Block
Adithya Family Restaurant,No,No,3.7,27,BTM,Quick Bites,Unknown,South Indian,250,Delivery,Koramangala 4th Block
Chaman's Night Kitchen,No,No,3.5,11,Koramangala 8th Block,Unknown,Unknown,"North Indian, Chinese",400,Delivery,Koramangala 4th Block
Desi Breakk,No,No,3.3,7,HSR,Delivery,Unknown,North Indian,150,Delivery,Koramangala 4th Block
Pooja's Kitchen,No,No,3.7,17,Koramangala 8th Block,Delivery,Unknown,"Bengali, Street Food",300,Delivery,Koramangala 4th Block
Parivaar,No,No,3.3,7,BTM,Delivery,Unknown,"Biryani, North Indian, Chinese",600,Delivery,Koramangala 4th Block
Chawla's 2 Online.com,No,No,3.5,4,Koramangala 1st Block,"Takeaway, Delivery",Unknown,North Indian,800,Delivery,Koramangala 4th Block
NY8LIFE,No,No,3.2,4,BTM,Delivery,Unknown,"North Indian, Rolls, Biryani",300,Delivery,Koramangala 4th Block
Night Panda,No,No,3.8,196,Koramangala 1st Block,Delivery,"Noodles, Chicken Drumsticks, Maggi, Veg Grilled Sandwich, Brownie","Fast Food, Chinese, North Indian, American",500,Delivery,Koramangala 4th Block
